Title; death_cause; Occupation; Death_Year; Birth_Year; Death_Place
John_Lounsbery​​​​;Heart failure​​​​;['John_Lounsbery__1', 'Animator']​​​​;1976​​​​;1911​​​​;['California', 'Los Angeles']​​​​
John_M._Fitzpatrick​​​​;Subarachnoid hemorrhage​​​​;['John_M._Fitzpatrick__1', 'John_M._Fitzpatrick__2', 'Irish Cancer Society']​​​​;2014​​​​;1948​​​​;None​​​​
John_M._Stahl​​​​;Myocardial infarction​​​​;['John_M._Stahl__1', 'Film director', 'Film producer']​​​​;1950​​​​;1886​​​​;None​​​​
John_Marshall_(surgeon)​​​​;Pneumonia​​​​;['John_Marshall_(surgeon)__1', 'Anatomy', 'Surgeon']​​​​;1891​​​​;1818​​​​;['London', 'Chelsea London', 'England', 'Belle_Vue_House']​​​​
John_McGiver​​​​;Myocardial infarction​​​​;John_McGiver__1​​​​;1975​​​​;1913​​​​;['Fulton Schoharie County New York', 'New York']​​​​
John_McGlinn​​​​;Myocardial infarction​​​​;None​​​​;2009​​​​;1953​​​​;New York City​​​​
John_McIntire​​​​;['Lung cancer', 'Chronic obstructive pulmonary disease']​​​​;John_McIntire__1​​​​;1991​​​​;1907​​​​;Pasadena California​​​​
John_Megna​​​​;AIDS​​​​;['John_Megna__1', 'Television', 'Teacher', 'Theatre', 'Film']​​​​;1995​​​​;1952​​​​;Los Angeles​​​​
John_Mitchum​​​​;Stroke​​​​;['John_Mitchum__1', 'Actor']​​​​;2001​​​​;1919​​​​;['California', 'Los Angeles']​​​​
John_Monk_Saunders​​​​;Suicide​​​​;John_Monk_Saunders__1​​​​;1940​​​​;1897​​​​;Fort Myers Florida​​​​
John_Murray_Forbes​​​​;Pneumonia​​​​;['John_Murray_Forbes__1', 'Merchant']​​​​;1898​​​​;1813​​​​;Milton Massachusetts​​​​
John_Murrell_(bandit)​​​​;Tuberculosis​​​​;['John_Murrell_(bandit)__1', 'Blacksmith', 'Banditry', 'Carpentry', 'Convict']​​​​;1844​​​​;1806​​​​;['Bledsoe County Tennessee', 'Pikeville Tennessee']​​​​
John_Nathan-Turner​​​​;Liver failure​​​​;['John_Nathan-Turner__1', 'Television producer']​​​​;2002​​​​;1947​​​​;['Brighton', 'East Sussex', 'England']​​​​
John_O'Quinn​​​​;Traffic collision​​​​;["John_O'Quinn__1", 'Lawyer']​​​​;2009​​​​;0004​​​​;['Houston', 'United States']​​​​
John_Ordronaux_(doctor)​​​​;Apoplexy​​​​;John_Ordronaux_(doctor)__1​​​​;1908​​​​;1830​​​​;['Roslyn New York', 'United States', 'New York']​​​​
John_P._Finnegan​​​​;Pneumonia​​​​;John_P._Finnegan__1​​​​;2012​​​​;1926​​​​;Palm Desert California​​​​
John_P._McGarr​​​​;Traffic collision​​​​;['John_P._McGarr__1', 'John_P._McGarr__2']​​​​;2010​​​​;1964​​​​;Indianapolis​​​​
John_P._Townsend​​​​;Myocardial infarction​​​​;John_P._Townsend__1​​​​;1898​​​​;1832​​​​;Tarrytown New York​​​​
John_P._Wheeler_III​​​​;Blunt trauma​​​​;None​​​​;2010​​​​;1944​​​​;Delaware​​​​
John_Palmer_(TV_journalist)​​​​;Pulmonary fibrosis​​​​;John_Palmer_(TV_journalist)__1​​​​;2013​​​​;1935​​​​;['Washington D.C.', 'United States']​​​​
John_Pascal​​​​;Lung cancer​​​​;John_Pascal__1​​​​;1981​​​​;1932​​​​;None​​​​
John_Pepper​​​​;Great Purge​​​​;John_Pepper__1​​​​;1938​​​​;1886​​​​;Moscow​​​​
John_Phillip_Law​​​​;Pancreatic cancer​​​​;['John_Phillip_Law__1', 'Television', 'Film']​​​​;2008​​​​;1937​​​​;Los Angeles​​​​
John_Reed_(journalist)​​​​;Scrub typhus​​​​;['John_Reed_(journalist)__1', 'Journalist']​​​​;1920​​​​;1887​​​​;['Moscow', 'Russian Soviet Federative Socialist Republic']​​​​
John_Ritter​​​​;Aortic dissection​​​​;John_Ritter__1​​​​;2003​​​​;1948​​​​;Burbank California​​​​
John_Rogan​​​​;Ankylosis​​​​;None​​​​;1905​​​​;['1865', '1868']​​​​;Gallatin Tennessee​​​​
John_Rolls,_2nd_Baron_Llangattock​​​​;Battle of the Somme​​​​;None​​​​;1916​​​​;1870​​​​;['Boulogne-sur-Mer', 'France']​​​​
John_Ronald_Shafto_Adair​​​​;Coronary occlusion​​​​;['John_Ronald_Shafto_Adair__1', 'John_Ronald_Shafto_Adair__2', 'John_Ronald_Shafto_Adair__3']​​​​;1960​​​​;1893​​​​;Ascot Queensland​​​​
John_Russell_(actor)​​​​;Chronic obstructive pulmonary disease​​​​;None​​​​;1991​​​​;1921​​​​;['Los Angeles', 'United States']​​​​
John_S._Folk​​​​;Edema​​​​;John_S._Folk__1​​​​;1885​​​​;1811​​​​;None​​​​
John_S._Knight​​​​;Myocardial infarction​​​​;John_S._Knight__1​​​​;1981​​​​;1894​​​​;Akron Ohio​​​​
John_S._Lesmeister​​​​;Death by natural causes​​​​;['John_S._Lesmeister__1', 'Substitute teacher']​​​​;2006​​​​;1955​​​​;['Fargo North Dakota', 'United States']​​​​
John_Scott_Martin​​​​;Parkinson's disease​​​​;['John_Scott_Martin__1', 'Actor']​​​​;2009​​​​;1926​​​​;['United Kingdom', 'Essex', 'England', 'List of civil parishes in Essex']​​​​
John_Sebastian_Marlowe_Ward​​​​;Myocardial infarction​​​​;['John_Sebastian_Marlowe_Ward__1', 'Priest']​​​​;1949​​​​;1885​​​​;['Cyprus', 'Limassol']​​​​
John_Selman​​​​;George Scarborough​​​​;['John_Selman__1', 'Outlaw']​​​​;1896​​​​;1839​​​​;['Texas', 'El Paso Texas']​​​​
John_Smith_(actor)​​​​;Cirrhosis​​​​;John_Smith_(actor)__1​​​​;['1995', '2015']​​​​;1931​​​​;['California', 'Los Angeles', 'United States']​​​​
John_Sontag​​​​;Tetanus​​​​;['John_Sontag__1', 'Outlaw']​​​​;1893​​​​;1861​​​​;['California', 'Fresno California']​​​​
John_Spencer_(actor)​​​​;Myocardial infarction​​​​;John_Spencer_(actor)__1​​​​;2005​​​​;1946​​​​;['California', 'Los Angeles']​​​​
John_T._Walton​​​​;Aviation accidents and incidents​​​​;None​​​​;2005​​​​;1946​​​​;Jackson Wyoming​​​​
John_Thaw​​​​;Esophageal cancer​​​​;John_Thaw__1​​​​;2002​​​​;1942​​​​;['Wiltshire', 'Luckington', 'England']​​​​
John_Thomas_Idlet​​​​;Heart failure​​​​;John_Thomas_Idlet__1​​​​;2002​​​​;['1931', '1930']​​​​;['California', 'Westwood Los Angeles', 'United States']​​​​
John_Thomson_Mason_(1787–1850)​​​​;Cholera​​​​;['Michigan Territory', 'John_Thomson_Mason_(1787–1850)__1', 'Lawyer', 'United States Marshals Service']​​​​;1850​​​​;1787​​​​;['Texas', 'Galveston Texas', 'Tremont_House_(Galveston)']​​​​
John_Trudell​​​​;Terminal illness​​​​;John_Trudell__1​​​​;2015​​​​;1946​​​​;Santa Clara County California​​​​
John_Turner_(fur_trapper)​​​​;Ballistic trauma​​​​;['John_Turner_(fur_trapper)__1', 'John_Turner_(fur_trapper)__2', 'Guide', 'Trapping']​​​​;1847​​​​;1807​​​​;California​​​​
John_Van_Alstyne_Weaver​​​​;Tuberculosis​​​​;John_Van_Alstyne_Weaver__1​​​​;1938​​​​;1893​​​​;None​​​​
John_Vernon​​​​;Cardiac surgery​​​​;None​​​​;2005​​​​;1932​​​​;['California', 'Westwood California', 'United States']​​​​
John_Vernou_Bouvier_III​​​​;Liver cancer​​​​;['John_Vernou_Bouvier_III__1', 'Stockbroker']​​​​;1957​​​​;1891​​​​;['New York City', 'New York']​​​​
John_W._Grace​​​​;Myocardial infarction​​​​;None​​​​;2009​​​​;1927​​​​;['Ottawa', 'Canada', 'Ontario']​​​​
John_Warren_(surgeon)​​​​;Pneumonitis​​​​;John_Warren_(surgeon)__1​​​​;1815​​​​;1753​​​​;['Massachusetts', 'Boston']​​​​
John_Wayne​​​​;Stomach cancer​​​​;John_Wayne__1​​​​;1979​​​​;1907​​​​;['California', 'Los Angeles']​​​​
John_Wilkinson_(industrialist)​​​​;Diabetes mellitus​​​​;['John_Wilkinson_(industrialist)__1', 'Broseley', 'The Iron Bridge', 'Ironmaster']​​​​;1808​​​​;1728​​​​;Bradley West Midlands​​​​
John_William_Mackay​​​​;Heart failure​​​​;['John_William_Mackay__1', 'Comstock Lode']​​​​;1902​​​​;1831​​​​;London​​​​
John_Williams_Gunnison​​​​;Paiute​​​​;['United States Army Corps of Engineers', 'John_Williams_Gunnison__1', 'Captain (United States O-3)']​​​​;1853​​​​;1812​​​​;Millard County Utah​​​​
John_Wilmot,_2nd_Earl_of_Rochester​​​​;Syphilis​​​​;None​​​​;1680​​​​;1647​​​​;['Woodstock Oxfordshire', 'England']​​​​
John_Wright_(doctor)​​​​;Tuberculosis​​​​;None​​​​;None​​​​;None​​​​;Aiken South Carolina​​​​
Johnnie_Cochran​​​​;Brain tumor​​​​;['Johnnie_Cochran__1', 'Lawyer']​​​​;2005​​​​;1937​​​​;Los Feliz Los Angeles​​​​
Johnny_Behan​​​​;Atherosclerosis​​​​;['Cochise County Arizona', 'Arizona Territory', 'Johnny_Behan__1', 'Sheriff']​​​​;1912​​​​;1844​​​​;['Tucson Arizona', 'Arizona']​​​​
Johnny_Cash​​​​;Diabetes mellitus​​​​;Johnny_Cash__2​​​​;2003​​​​;['1932', '1930']​​​​;Nashville Tennessee​​​​
Johnny_Downs​​​​;Cancer​​​​;['Johnny_Downs__1', 'Actor']​​​​;1994​​​​;1913​​​​;Coronado California​​​​
Johnny_Lee_(actor)​​​​;Myocardial infarction​​​​;Johnny_Lee_(actor)__1​​​​;1965​​​​;1898​​​​;['California', 'Los Angeles']​​​​
Johnny_Olson​​​​;Cerebral hemorrhage​​​​;['Johnny_Olson__1', 'Announcer']​​​​;1985​​​​;1910​​​​;['Santa Monica California', 'United States']​​​​
Johnny_Sekka​​​​;Lung cancer​​​​;Actor​​​​;None​​​​;None​​​​;Agua Dulce California​​​​
Johnny_Walsh_(gang_member)​​​​;Murder​​​​;Johnny_Walsh_(gang_member)__1​​​​;1883​​​​;1852​​​​;Manhattan​​​​
Johnny_Wayne​​​​;Brain tumor​​​​;Johnny_Wayne__1​​​​;1990​​​​;1918​​​​;None​​​​
Johnny_Weissmuller​​​​;Pulmonary edema​​​​;None​​​​;1984​​​​;1904​​​​;['Acapulco', 'Guerrero']​​​​
Jon_Brower_Minnoch​​​​;Edema​​​​;None​​​​;1983​​​​;1941​​​​;None​​​​
Jon_Garth_Murray​​​​;Murder​​​​;None​​​​;1995​​​​;1954​​​​;['Texas', 'San Antonio']​​​​
Jon_Pertwee​​​​;Myocardial infarction​​​​;Jon_Pertwee__1​​​​;1996​​​​;1919​​​​;Sherman Connecticut​​​​
Jon_Stone​​​​;Amyotrophic lateral sclerosis​​​​;None​​​​;1997​​​​;1931​​​​;['New York City', 'New York']​​​​
Jonathan_Adams_(British_actor)​​​​;Stroke​​​​;None​​​​;2005​​​​;1931​​​​;['London', 'England']​​​​
Jonathan_Brandis​​​​;Suicide by hanging​​​​;Jonathan_Brandis__1​​​​;2003​​​​;1976​​​​;Los Angeles​​​​
Jonathan_Hale​​​​;Suicide​​​​;Jonathan_Hale__1​​​​;1966​​​​;1891​​​​;['California', 'Woodland Hills Los Angeles']​​​​
Jonathan_Harris​​​​;Cardiovascular disease​​​​;Jonathan_Harris__1​​​​;2002​​​​;1914​​​​;Encino Los Angeles​​​​
Jonathan_Mann_(WHO_official)​​​​;Swissair Flight 111​​​​;None​​​​;1998​​​​;1947​​​​;Atlantic Ocean​​​​
Jonathas_Granville​​​​;Assassination​​​​;Jonathas_Granville__2​​​​;1839​​​​;1785​​​​;Cap-Haïtien​​​​
Jorge_Russek​​​​;Myocardial infarction​​​​;None​​​​;1998​​​​;1932​​​​;None​​​​
Jose_Guerena_shooting​​​​;Ballistic trauma​​​​;None​​​​;2011​​​​;1984​​​​;Tucson Arizona​​​​
Joseph-Alphonse-Omer_de_Valbelle​​​​;Apoplexy​​​​;Joseph-Alphonse-Omer_de_Valbelle__1​​​​;1818​​​​;1729​​​​;['Paris', 'Île-de-France']​​​​
Joseph_A._Bennett​​​​;Suicide by hanging​​​​;['Joseph_A._Bennett__1', 'Actor']​​​​;2015​​​​;1968​​​​;['London', 'Richmond Park']​​​​
Joseph_Aloysius_Durick​​​​;Cancer​​​​;None​​​​;1994​​​​;1914​​​​;Bessemer Alabama​​​​
Joseph_Bonanno​​​​;Heart failure​​​​;None​​​​;2002​​​​;1905​​​​;Tucson Arizona​​​​
Joseph_Boyer​​​​;Pneumonia​​​​;None​​​​;1930​​​​;1848​​​​;Detroit​​​​
Joseph_Colombo​​​​;Cardiac arrest​​​​;['Joseph_Colombo__1', 'Businessperson', 'Gangster', 'Racket (crime)', 'Sicilian Mafia', 'Boss (crime)']​​​​;1978​​​​;1924​​​​;['United States', 'New York']​​​​
Joseph_D._Bryant​​​​;Diabetes mellitus​​​​;['Joseph_D._Bryant__1', 'Surgeon']​​​​;1914​​​​;1845​​​​;New York City​​​​
Joseph_Dippolito​​​​;Myocardial infarction​​​​;None​​​​;1974​​​​;1914​​​​;None​​​​
